epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,591.8033963888884,79.67827650904655,0.6146666666666667,0.5042031223194373,0.8398333333333333,0.8468037621552686
2,375.9117373600602,79.30252084136009,0.8403,0.836445567200355,0.8546666666666667,0.862547288776797
3,254.31669806316495,70.33167015016079,0.9034666666666666,0.901113159871611,0.8946666666666667,0.8959842001316656
4,270.8792180046439,63.603542041033506,0.8882,0.8788207240407544,0.909,0.9077391010476512
5,183.9537169598043,56.815807258710265,0.9341666666666667,0.9317671445845569,0.924,0.9230249831195139
6,160.2153873015195,57.69945044629276,0.9427666666666666,0.9408277906055071,0.926,0.9240506329113924
7,143.9333242662251,53.809690406546,0.9486333333333333,0.9469407430361877,0.9363333333333334,0.9355817875210792
8,121.39462308585644,50.138720063026994,0.9572333333333334,0.9556806798162285,0.9453333333333334,0.944425618434429
9,107.08910086285323,44.38818641798571,0.9621,0.9607917514397049,0.9503333333333334,0.9492333901192505
10,95.8092050445266,49.01449364610016,0.9678,0.9666781648844429,0.9403333333333334,0.9391570360299116
11,84.0237030480057,33.78681282303296,0.9723,0.971383312097524,0.966,0.9651162790697675
12,72.26224695099518,43.169177644420415,0.9760333333333333,0.9752333712238641,0.9588333333333333,0.9572738280574296
13,64.80393380508758,36.831144706113264,0.979,0.9782668690492617,0.9658333333333333,0.9648310173271574
14,59.82859082822688,45.88834790303372,0.9804333333333334,0.9797551301948612,0.9598333333333333,0.9583693211262739
15,59.50962227652781,33.03015637444332,0.9804,0.9797213408746034,0.968,0.9675236806495264
