epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,236.91100566089153,51.04391151666641,0.7477,0.7213283752439159,0.7873333333333333,0.8180262407301768
2,139.72969308495522,18.02303397282958,0.8982333333333333,0.8961529303717813,0.9458333333333333,0.9455155071248952
3,223.47688173502684,47.47661513090134,0.7871666666666667,0.7438725981788279,0.7711666666666667,0.7134209977040283
4,206.1010640859604,20.235667929053307,0.8103,0.7812920333576726,0.9308333333333333,0.9292171243390756
5,99.28576094657183,11.404835179448128,0.9241,0.9231703613726085,0.9583333333333334,0.9568668046928916
6,57.516823096200824,7.719855493865907,0.9593333333333334,0.9579947665610797,0.9713333333333334,0.9703856749311295
7,42.75581953022629,7.124142479617149,0.9685333333333334,0.9674774340246676,0.9726666666666667,0.9718889269797737
8,33.29484537616372,6.446398694068193,0.9755666666666667,0.9747771928013489,0.9743333333333334,0.9730957372466806
9,24.994909832254052,5.600494398735464,0.9821,0.9815203551395437,0.9768333333333333,0.9763565232182344
10,22.502695517614484,4.1180227973964065,0.9841,0.9835726831284224,0.9855,0.9850797461841879
11,16.58289450732991,3.572110500652343,0.9882,0.9878124354472216,0.9886666666666667,0.9883081155433288
12,14.902374621015042,3.831652420863975,0.9896666666666667,0.9893272739792054,0.9883333333333333,0.9879600963192294
13,13.315660939901136,2.8929385555675253,0.991,0.990700557966522,0.9898333333333333,0.9895386726119019
14,8.770959147019312,2.5046134911244735,0.9939666666666667,0.9937674322509555,0.9913333333333333,0.9910591471801926
15,7.764959694002755,2.212771463091485,0.9951333333333333,0.9949734903256903,0.9905,0.9902213072568193
