epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,105.90592350624502,19.055809570476413,0.9011666666666667,0.8957784104889451,0.9443333333333334,0.9449208443271768
2,38.23189705424011,4.9879588964395225,0.9696333333333333,0.9686435135786322,0.982,0.9815068493150685
3,23.723988640354946,7.322706921899226,0.9819666666666667,0.9813801411116847,0.9771666666666666,0.9769010284943517
4,16.612004009832162,4.930678034375887,0.9880333333333333,0.9876432726396586,0.9868333333333333,0.986442423202334
5,12.732597124413587,8.373983930010581,0.9908,0.990498485265767,0.9813333333333333,0.9810362343379614
6,8.100640512770042,8.239995949529657,0.9938333333333333,0.9936296959471093,0.982,0.9814687714481812
7,8.153741856534907,4.719418926630169,0.9941333333333333,0.9939385590301695,0.9886666666666667,0.9883959044368601
8,5.551264551235363,7.8359528549171955,0.9961333333333333,0.9960055096418733,0.981,0.9806845137241613
9,5.82052785455744,4.702768251527232,0.9956666666666667,0.9955240325024102,0.9891666666666666,0.9889173060528559
10,3.433787260288227,2.7444915699429657,0.9976333333333334,0.9975555173007402,0.9935,0.9933116103584291
11,3.6384127082328632,2.7800762880078764,0.9974666666666666,0.9973836408702836,0.9931666666666666,0.9929782497002911
12,4.062753159134445,2.932674616714394,0.9972666666666666,0.997176114057442,0.993,0.992822966507177
13,3.1080337059402154,6.772249077624565,0.9977333333333334,0.997658885905116,0.986,0.9857627118644068
14,2.751918434432355,4.578157126423889,0.9979333333333333,0.9978648667263585,0.9903333333333333,0.9901057659501876
15,5.325270903878845,4.095388077961616,0.9958,0.9956611570247934,0.989,0.9887563884156729
