epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,291.577868103981,56.30125880241394,0.6523666666666667,0.6194212312520527,0.6828333333333333,0.5546454481628832
2,241.51513305306435,26.357433065772057,0.7603,0.7715039242477201,0.9041666666666667,0.901321434700532
3,66.67156987823546,8.494711166247725,0.9501333333333334,0.9485273878337462,0.9716666666666667,0.9704553354188391
4,32.229222745634615,5.105571215040982,0.9774,0.976622301910213,0.981,0.9806582965727859
5,20.83263642131351,3.569727006368339,0.9850666666666666,0.9845857418111753,0.9863333333333333,0.9858376511226252
6,13.246526888455264,2.728836973779835,0.9902666666666666,0.989945596033331,0.9898333333333333,0.9895922197577205
7,8.737791946798097,2.3594761063577607,0.9938,0.9935972461273667,0.9923333333333333,0.9920880632954936
8,6.62205813107721,2.2064067128230818,0.9953,0.9951454639352728,0.992,0.9917212832011039
9,4.997249356485554,1.9327785887144273,0.9963666666666666,0.9962474610114642,0.9941666666666666,0.9939893525674052
10,3.9360389168796246,1.7799748404504498,0.9973,0.9972114159809963,0.994,0.9938144329896907
11,3.2280839127051877,2.041880918375682,0.9978666666666667,0.9977961432506887,0.9946666666666667,0.9944998281196288
12,2.915949899193947,2.4434072222938994,0.9975333333333334,0.997452317014391,0.9936666666666667,0.9934730333218825
13,2.9537321913703636,2.3862416655465495,0.9978333333333333,0.9977624014596027,0.9915,0.991301381545284
14,1.9981412908164202,2.272531740491104,0.9987,0.9986570710374987,0.9928333333333333,0.9926407667294198
15,1.8917864517170528,2.585240061594959,0.9986,0.9985536193952752,0.994,0.9938377268058884
