epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,445.9766302332282,31.887239031493664,0.7749333333333334,0.7581661891117478,0.9423333333333334,0.9423525491502832
2,86.55076371924952,9.212530720047653,0.9668,0.9657166460140438,0.984,0.9835841313269493
3,32.68995604751399,5.014302687603049,0.9882333333333333,0.9878539724047758,0.9905,0.9901977644024076
4,21.75796409440227,6.487180629046634,0.9922666666666666,0.992013769363167,0.9881666666666666,0.9877056277056278
5,13.3816332981296,4.213690602089628,0.9952333333333333,0.9950782997762864,0.992,0.9917497421794431
6,6.604697522168863,4.713126437971368,0.9975,0.9974174443028822,0.9926666666666667,0.992442459635864
7,7.179756914385507,4.877676394087757,0.9974,0.9973140495867768,0.9933333333333333,0.993124785149536
8,5.324027478305652,7.732667596425017,0.9981,0.998038203407331,0.9888333333333333,0.9883862021147513
9,4.179881969557755,9.166485280507914,0.9984666666666666,0.9984161961162374,0.9891666666666666,0.988748485373031
10,2.9878123897151454,5.110485252100261,0.9988,0.9987605866556497,0.9941666666666666,0.993985220828321
11,2.8192029477704637,5.17490019075376,0.9990666666666667,0.9990359454620575,0.9926666666666667,0.9924190213645762
12,2.8191235414606126,4.835765771129445,0.9991666666666666,0.9991392666551903,0.9946666666666667,0.9945073807071747
13,2.67613164098384,6.770461692913159,0.9990666666666667,0.9990360118432831,0.991,0.9906671275492568
14,1.4306978182785315,6.265099100141242,0.9994333333333333,0.9994145803918868,0.9941666666666666,0.993985220828321
15,1.8036477054574789,5.992926532518595,0.9993666666666666,0.9993459327343455,0.9938333333333333,0.993632765444846
