epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,346.79826666787267,80.19681087508798,0.8255666666666667,0.8062928002961318,0.847,0.8612035077109162
2,138.1173464115709,45.91799726220779,0.9442666666666667,0.9425073928890723,0.9158333333333334,0.9190056134723336
3,84.83610784541816,52.2210568964947,0.9668666666666667,0.9658278327832783,0.9183333333333333,0.9217752234993615
4,61.36529181525111,31.86990983900614,0.9764,0.9756315825703862,0.9493333333333334,0.9500821018062398
5,46.98499530740082,32.36892343335785,0.9816333333333334,0.9810333551340745,0.9531666666666667,0.9534845224300612
6,40.78584024985321,32.70334930840181,0.9839333333333333,0.9834010606791102,0.9533333333333334,0.9539170506912442
7,32.27071803325089,29.744668568986526,0.9880333333333333,0.9876398691685316,0.9626666666666667,0.9627039627039627
8,27.75098096500733,35.82666823035834,0.9891666666666666,0.9888112369607877,0.9578333333333333,0.9574002357299208
9,24.749682556197513,10.84057186753489,0.9907666666666667,0.990461104032508,0.9835,0.9830508474576272
10,20.056155519356253,28.614807002973976,0.9921,0.9918374375753402,0.967,0.9668896321070234
11,16.70067671934521,13.73085950458335,0.9935666666666667,0.9933551385780686,0.9815,0.9811768695947092
12,15.501046217945259,31.112664059335657,0.9941666666666666,0.9939744516751025,0.9673333333333334,0.9672459893048129
13,12.834253860761237,40.908233467140235,0.9953,0.9951457981891417,0.9606666666666667,0.9604026845637584
14,10.810790364859713,34.51400072530669,0.9960666666666667,0.9959380378657487,0.9686666666666667,0.9685828877005348
15,12.0934512744534,31.893656030155398,0.9955,0.9953517198636505,0.972,0.9714576962283384
