epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,59.436092471471056,5.071049605263397,0.9502,0.948768945888485,0.9796666666666667,0.9793918918918919
2,16.18369684391655,4.163392693269998,0.9878666666666667,0.9874681539626798,0.9863333333333333,0.9860780984719865
3,8.721970791200874,5.619292652787408,0.9942666666666666,0.99407917383821,0.986,0.9855371900826446
4,10.568867739528287,5.020634897678974,0.9927666666666667,0.9925314059542247,0.9881666666666666,0.9878528656971771
5,11.37803509951118,6.610007088602288,0.9924333333333333,0.9921861553819146,0.986,0.9856262833675564
6,9.35445840198372,6.027887499005374,0.9940666666666667,0.9938717895751567,0.987,0.9866209262435678
7,12.704071657866734,6.495228387051611,0.9918666666666667,0.991602422907489,0.9826666666666667,0.981994459833795
8,10.78683495381847,5.684891370554396,0.9926666666666667,0.9924263288350317,0.9891666666666666,0.9887988971221782
9,21.86905495543033,8.006557669723406,0.9837333333333333,0.9832348495259036,0.9738333333333333,0.9730379529452172
10,51.218641127459705,13.197655253112316,0.9594333333333334,0.9579111187964724,0.951,0.9497092028737598
11,101.95752239599824,20.12742878496647,0.9106333333333333,0.9072671301580714,0.9128333333333334,0.9119380367065163
12,125.44368202984333,23.56556846946478,0.8865666666666666,0.8822450603827122,0.8988333333333334,0.8978286483756943
13,136.7792168110609,25.13666909188032,0.8751333333333333,0.8704792199709563,0.8886666666666667,0.887504210171775
14,147.19228848814964,25.618951052427292,0.8646666666666667,0.8591647009851533,0.8851666666666667,0.8844153665492367
15,153.82274789363146,27.301754161715508,0.8565333333333334,0.85071106486299,0.8791666666666667,0.8784576697401508
