epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,288.91453768033534,28.562606226769276,0.9383,0.9361966150770398,0.9763333333333334,0.9755087961365988
2,101.30188547166472,16.218821279064287,0.9805666666666667,0.9799152513177387,0.9866666666666667,0.9861687413554634
3,68.7467205220455,11.772516930592246,0.9872666666666666,0.9868584009907803,0.9901666666666666,0.98989206784307
4,49.7048001187577,11.040725719416514,0.9914333333333334,0.9911492234046216,0.9908333333333333,0.9905090595340811
5,28.846020863273225,11.349114621882109,0.9951333333333333,0.9949714128263415,0.9918333333333333,0.9915937553611254
6,19.56335173759544,9.17560101008712,0.9968333333333333,0.9967296636717271,0.9916666666666667,0.9914030261348006
7,17.146521696460923,10.501584028497746,0.9972333333333333,0.9971421685087629,0.9935,0.9932932072226999
8,14.030025410578673,9.969279522958914,0.9975666666666667,0.997487350703886,0.993,0.9927611168562565
9,8.491003355110934,11.105511837011818,0.9985666666666667,0.9985195386469272,0.9941666666666666,0.9939790125580595
10,7.703211801045654,10.791384738889178,0.9988666666666667,0.9988291204628418,0.994,0.9938123066345823
11,7.023687316337259,10.113515405477301,0.9987,0.9986572559820968,0.9935,0.9932932072226999
12,2.972564139576747,14.428416003896587,0.9995,0.9994834888605765,0.9928333333333333,0.9926458012656063
13,5.891766535051545,11.658302443677258,0.9989666666666667,0.9989326171538753,0.9925,0.9922720247295209
14,4.406220049814152,10.195869528910123,0.9993,0.999276884404807,0.9946666666666667,0.9945017182130584
15,1.947278977409546,12.250930278984818,0.9996,0.9995868622185499,0.9946666666666667,0.9945130315500685
