epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,431.3884625204373,36.201526414370164,0.8989333333333334,0.8951952989975803,0.9708333333333333,0.9697284206884622
2,226.48991136299446,40.64877449395135,0.9613666666666667,0.9601018967950704,0.9656666666666667,0.964930200885257
3,754.4777678586543,253.83768364787102,0.7862333333333333,0.7769779168840202,0.5903333333333334,0.6320359281437126
4,1316.9119651019573,248.54842647910118,0.5737666666666666,0.5434681709450534,0.6036666666666667,0.6554621848739496
5,1305.581608980894,245.72613862156868,0.5799,0.549490616621984,0.5968333333333333,0.5710232310693385
6,1304.933919698,245.505544424057,0.5742333333333334,0.5395955736582201,0.6166666666666667,0.6235679214402619
7,1304.9242174625397,251.27013131976128,0.5772333333333334,0.5439902204005321,0.6046666666666667,0.6396232148283196
8,1307.2675578594208,260.5704628229141,0.5771,0.5445668952148472,0.598,0.5572687224669604
9,1309.503844499588,255.17361882328987,0.5741,0.5409735943955452,0.5915,0.416289592760181
10,1305.7113542854786,260.122213691473,0.5751,0.5404664912217455,0.583,0.6391693106432074
11,1300.1992881298065,247.14949536323547,0.5777666666666667,0.5445982383605968,0.6046666666666667,0.6216905901116427
12,1307.1530063450336,259.39581766724586,0.5779333333333333,0.5457741426316545,0.5791666666666667,0.6575342465753424
13,1305.983618170023,260.0147331357002,0.5754333333333334,0.5430016863406408,0.5738333333333333,0.45814791269336724
14,1309.9147375524044,245.464773863554,0.5710666666666666,0.5369890616004606,0.6088333333333333,0.548740626802538
15,1316.304082095623,252.13908410072327,0.5695,0.5356154039768437,0.5838333333333333,0.6302384125573819
