epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,521.0513576660305,21.695459075039253,0.8562,0.8486209558565513,0.9826666666666667,0.9820751465012065
2,103.08028933417518,13.24664757103892,0.9818333333333333,0.9811789895362089,0.9898333333333333,0.989560157453363
3,43.4596712977509,13.247099499712931,0.9922,0.9919410387105662,0.9908333333333333,0.9905644192828958
4,26.75873351835253,8.813100264458626,0.9951,0.9949392364099563,0.9933333333333333,0.993127147766323
5,22.58693902471714,9.022183499619132,0.9964666666666666,0.9963506162638573,0.9936666666666667,0.9934842249657064
6,13.7857347439749,14.330113442592847,0.9978666666666667,0.9977962950210041,0.99,0.9897715649505625
7,10.135758828151666,11.440778000276623,0.9985333333333334,0.9984854743219056,0.9933333333333333,0.9931365820178449
8,11.90711000088777,9.96188567050558,0.9979,0.997830653214421,0.9941666666666666,0.9940017137960583
9,6.1656222333094775,10.253407741472984,0.9991333333333333,0.9991049297714129,0.9933333333333333,0.993124785149536
10,4.460874888857006,13.041686941700391,0.9992,0.9991734398677504,0.994,0.9938292766540967
11,4.388612101663284,14.519749889665945,0.9993,0.9992770337728509,0.9925,0.9922984768098579
12,4.850583989343704,10.044086098993375,0.9991333333333333,0.9991046831955923,0.994,0.9938080495356038
13,2.5374350489576045,14.064517357986688,0.9995333333333334,0.9995180391076839,0.9936666666666667,0.9934595524956971
14,4.268120675509181,12.073569178282469,0.9994666666666666,0.9994491116926043,0.9933333333333333,0.9931200550395597
15,6.3201699310961885,10.466835468136196,0.9991666666666666,0.9991393851767703,0.9936666666666667,0.9934685458920591
