epoch,train_loss,val_loss,train_accuracy,train_f1_score,val_accuracy,val_f1_score
1,598.0534184426069,125.17856985330582,0.6193666666666666,0.5667564593846037,0.575,0.3345511482254697
2,361.5869663003832,20.993523065000772,0.8209,0.8123493870708622,0.9656666666666667,0.9649898028552005
3,84.70962566975504,12.307150070555508,0.9711666666666666,0.9701960514075044,0.9771666666666666,0.9766570114159141
4,53.31870043231174,12.806605357676744,0.9817333333333333,0.9811398678414097,0.978,0.976931142957008
5,38.225149289588444,14.552566830068827,0.9874333333333334,0.9870219284656959,0.977,0.9757979656260961
6,27.786942893930245,6.479970335029066,0.9906,0.9902899249362992,0.9888333333333333,0.9885096895901218
7,20.73997778070043,5.619178215798456,0.9929,0.9926670568389162,0.99,0.9896800825593395
8,15.429615415589069,5.85374658490764,0.9943,0.9941142050734864,0.992,0.9917269906928645
9,11.588167581881862,4.917378788086353,0.996,0.9958706125258087,0.9923333333333333,0.9920907840440165
10,8.911867883914965,9.050778934499249,0.9971333333333333,0.9970404019547112,0.9861666666666666,0.9859202714164547
11,7.154201218385424,5.652454924362246,0.9972333333333333,0.9971425620546012,0.9918333333333333,0.9915619080420183
12,5.8405038387682,4.8840148925664835,0.9979666666666667,0.9978995213663442,0.9935,0.9932932072226999
13,4.463936853018822,6.447391950929159,0.9984333333333333,0.9983820441323281,0.9916666666666667,0.9914529914529915
14,4.718989731463807,6.40702421453534,0.9983,0.9982439830596013,0.9896666666666667,0.9892955801104972
15,3.6137856385757914,5.27812914889364,0.9988333333333334,0.9987949733172663,0.9931666666666666,0.9929613733905579
